"Label (Grouping)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone, not Hispanic or Latino","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","FAMILIES","FAMILIES!!Families","FAMILIES!!Families!!With own children of householder under 18 years","FAMILIES!!Families!!With no own children of householder under 18 years","FAMILIES!!Families!!Married-couple families","FAMILIES!!Families!!Married-couple families!!With own children under 18 years","FAMILIES!!Families!!Female householder, no spouse present","FAMILIES!!Families!!Female householder, no spouse present!!With own children under 18 years","FAMILIES!!Families!!Male householder, no spouse present","FAMILIES!!Families!!Male householder, no spouse present!!With own children under 18 years","FAMILY INCOME BY FAMILY SIZE","FAMILY INCOME BY FAMILY SIZE!!2-person families","FAMILY INCOME BY FAMILY SIZE!!3-person families","FAMILY INCOME BY FAMILY SIZE!!4-person families","FAMILY INCOME BY FAMILY SIZE!!5-person families","FAMILY INCOME BY FAMILY SIZE!!6-person families","FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","FAMILY INCOME BY NUMBER OF EARNERS","FAMILY INCOME BY NUMBER OF EARNERS!!No earners","FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","NONFAMILY HOUSEHOLDS","NONFAMILY HOUSEHOLDS!!Nonfamily households","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","47,597","","51,340","32,070","40,625","71,716","46,569","40,276","38,755","42,532","51,681","","28,951","53,066","55,382","37,101","","59,455","56,085","61,266","72,054","79,427","30,186","23,977","40,113","34,855","","54,293","61,599","71,485","67,566","63,139","65,830","","32,635","43,608","82,105","102,785","","26,714","23,873","21,811","44,282","30,883","27,196","48,972"
"        Margin of Error","","±328","","±402","±577","±2,569","±5,312","±9,232","±1,877","±2,624","±1,104","±404","","±1,070","±627","±651","±473","","±495","±898","±546","±547","±1,095","±575","±643","±1,433","±1,669","","±609","±1,120","±1,786","±2,132","±3,000","±5,324","","±547","±528","±760","±1,419","","±305","±355","±342","±1,851","±539","±542","±2,263"
"California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","13,044,266","","8,491,976","818,832","96,536","1,811,767","40,613","1,347,444","437,098","3,811,789","6,231,619","","372,614","4,461,835","5,087,413","3,122,404","","8,958,436","3,935,576","5,022,860","6,491,236","2,801,975","1,690,625","801,803","776,575","331,798","","3,511,670","2,022,183","1,845,691","917,835","386,785","274,272","","1,128,706","2,921,640","3,626,607","1,281,483","","4,085,830","2,149,916","1,715,491","434,425","1,935,914","1,390,613","545,301"
"        Margin of Error","","±20,333","","±16,044","±4,219","±2,178","±7,238","±959","±8,015","±6,198","±9,674","±10,337","","±3,656","±11,254","±8,103","±9,585","","±24,442","±20,286","±12,632","±30,996","±22,451","±9,283","±6,787","±8,002","±4,754","","±12,666","±14,504","±14,531","±6,060","±5,249","±4,229","","±6,515","±12,723","±20,766","±7,301","","±13,527","±9,216","±8,335","±4,614","±10,603","±8,068","±5,924"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","13,044,266","","65.1%","6.3%","0.7%","13.9%","0.3%","10.3%","3.4%","29.2%","47.8%","","2.9%","34.2%","39.0%","23.9%","","8,958,436","43.9%","56.1%","72.5%","31.3%","18.9%","9.0%","8.7%","3.7%","","39.2%","22.6%","20.6%","10.2%","4.3%","3.1%","","12.6%","32.6%","40.5%","14.3%","","4,085,830","52.6%","42.0%","10.6%","47.4%","34.0%","13.3%"
"        Margin of Error","","±20,333","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±24,442","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.1","","±13,527","±0.2","±0.2","±0.1","±0.2","±0.2","±0.1"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","75,235","","78,308","51,837","55,362","96,962","77,788","55,823","76,116","58,703","87,089","","38,389","80,095","88,861","54,428","","85,837","80,237","89,900","103,485","104,342","45,802","32,304","59,714","49,866","","78,629","86,262","98,644","86,675","84,582","95,238","","40,009","59,300","110,130","122,337","","48,507","41,920","34,383","81,298","55,303","45,162","90,012"
"        Margin of Error","","±232","","±319","±519","±1,175","±516","±3,311","±405","±844","±299","±305","","±561","±398","±447","±275","","±340","±521","±326","±341","±515","±302","±259","±564","±740","","±406","±561","±718","±697","±857","±913","","±459","±365","±421","±536","","±230","±235","±298","±939","±415","±411","±930"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,148,994","","1,871,862","80,945","20,395","57,754","2,663","63,701","51,674","344,882","1,614,843","","95,913","777,669","795,286","480,126","","1,369,378","598,375","771,003","1,068,843","440,575","201,155","108,996","99,380","48,804","","657,266","284,628","254,774","110,452","40,203","22,055","","162,775","412,921","639,423","154,259","","779,616","393,684","310,110","83,574","385,932","278,343","107,589"
"        Margin of Error","","±5,236","","±4,767","±1,261","±1,001","±1,140","±282","±1,758","±1,514","±2,427","±4,239","","±1,998","±3,249","±3,057","±2,687","","±6,059","±4,632","±3,926","±6,670","±4,674","±2,891","±2,367","±2,515","±1,678","","±4,307","±3,505","±3,685","±2,214","±1,290","±1,089","","±2,269","±3,991","±5,477","±2,561","","±5,049","±3,322","±3,138","±2,365","±4,002","±3,498","±2,569"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,148,994","","87.1%","3.8%","0.9%","2.7%","0.1%","3.0%","2.4%","16.0%","75.1%","","4.5%","36.2%","37.0%","22.3%","","1,369,378","43.7%","56.3%","78.1%","32.2%","14.7%","8.0%","7.3%","3.6%","","48.0%","20.8%","18.6%","8.1%","2.9%","1.6%","","11.9%","30.2%","46.7%","11.3%","","779,616","50.5%","39.8%","10.7%","49.5%","35.7%","13.8%"
"        Margin of Error","","±5,236","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±6,059","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","±0.2","±0.1","","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","","±0.2","±0.3","±0.3","±0.2","","±5,049","±0.3","±0.4","±0.3","±0.3","±0.4","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","72,331","","74,730","51,677","47,097","80,261","71,173","51,370","66,582","53,929","78,571","","38,689","78,228","86,829","52,407","","88,931","86,863","90,334","101,735","106,653","45,294","35,019","61,869","54,819","","80,834","90,500","106,120","95,527","91,224","96,340","","50,122","62,360","107,133","127,178","","45,537","40,795","34,443","71,400","50,943","42,168","78,556"
"        Margin of Error","","±370","","±432","±1,271","±2,574","±2,050","±12,991","±1,858","±2,771","±674","±483","","±1,028","±558","±663","±465","","±490","±672","±602","±522","±824","±685","±786","±921","±1,872","","±627","±980","±982","±1,201","±2,164","±2,984","","±768","±630","±732","±1,299","","±503","±421","±558","±1,164","±699","±609","±1,668"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,370,746","","1,094,472","135,220","3,668","52,729","274","57,548","26,835","174,546","992,605","","32,998","399,714","571,524","366,510","","893,438","368,696","524,742","659,513","253,409","171,916","88,487","62,009","26,800","","415,900","212,766","170,787","65,908","19,389","8,688","","111,409","271,441","392,718","117,870","","477,308","264,464","224,086","40,378","212,844","166,275","46,569"
"        Margin of Error","","±3,770","","±3,893","±1,655","±409","±1,058","±142","±1,761","±1,463","±1,938","±3,255","","±1,217","±2,704","±2,315","±1,923","","±4,351","±3,670","±3,064","±5,031","±3,812","±2,815","±1,810","±1,912","±1,416","","±3,129","±3,142","±3,186","±1,677","±1,115","±700","","±1,928","±3,791","±4,111","±2,061","","±3,435","±2,506","±2,606","±1,392","±2,470","±2,186","±1,638"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,370,746","","79.8%","9.9%","0.3%","3.8%","0.0%","4.2%","2.0%","12.7%","72.4%","","2.4%","29.2%","41.7%","26.7%","","893,438","41.3%","58.7%","73.8%","28.4%","19.2%","9.9%","6.9%","3.0%","","46.6%","23.8%","19.1%","7.4%","2.2%","1.0%","","12.5%","30.4%","44.0%","13.2%","","477,308","55.4%","46.9%","8.5%","44.6%","34.8%","9.8%"
"        Margin of Error","","±3,770","","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.2","±0.2","±0.1","","±4,351","±0.3","±0.3","±0.4","±0.4","±0.3","±0.2","±0.2","±0.2","","±0.3","±0.3","±0.3","±0.2","±0.1","±0.1","","±0.2","±0.4","±0.4","±0.2","","±3,435","±0.4","±0.5","±0.3","±0.4","±0.4","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","78,444","","85,502","49,000","43,350","96,689","37,000","41,569","58,464","47,753","89,527","","39,118","81,064","98,647","55,538","","100,418","97,507","101,878","120,623","131,995","45,025","33,515","66,032","53,266","","87,326","101,746","125,087","121,443","118,083","109,295","","47,087","67,397","125,431","146,283","","44,873","39,300","34,149","82,849","51,808","44,886","89,125"
"        Margin of Error","","±553","","±578","±1,349","±8,732","±2,463","±22,601","±1,243","±3,813","±834","±678","","±1,410","±979","±969","±784","","±848","±1,779","±800","±848","±1,667","±823","±930","±1,785","±2,731","","±772","±1,725","±1,704","±2,720","±6,441","±7,578","","±1,007","±961","±1,271","±1,883","","±527","±625","±742","±1,885","±685","±869","±2,656"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","363,322","","263,911","74,927","1,615","12,482","177","4,550","5,660","23,705","246,718","","9,463","106,472","142,847","104,540","","240,038","89,855","150,183","176,638","58,640","46,487","23,409","16,913","7,806","","120,216","53,633","41,048","15,929","5,972","3,240","","40,173","75,644","96,695","27,526","","123,284","68,743","57,912","10,831","54,541","42,078","12,463"
"        Margin of Error","","±1,674","","±1,584","±1,032","±238","±405","±68","±446","±529","±689","±1,501","","±647","±1,407","±1,214","±1,025","","±2,386","±1,816","±1,789","±2,287","±1,503","±1,390","±1,106","±1,144","±708","","±2,137","±1,463","±1,419","±918","±526","±381","","±1,178","±1,839","±1,850","±1,311","","±1,899","±1,497","±1,435","±674","±1,380","±1,211","±800"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","363,322","","72.6%","20.6%","0.4%","3.4%","0.0%","1.3%","1.6%","6.5%","67.9%","","2.6%","29.3%","39.3%","28.8%","","240,038","37.4%","62.6%","73.6%","24.4%","19.4%","9.8%","7.0%","3.3%","","50.1%","22.3%","17.1%","6.6%","2.5%","1.3%","","16.7%","31.5%","40.3%","11.5%","","123,284","55.8%","47.0%","8.8%","44.2%","34.1%","10.1%"
"        Margin of Error","","±1,674","","±0.3","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.3","","±0.2","±0.3","±0.3","±0.3","","±2,386","±0.6","±0.6","±0.7","±0.6","±0.5","±0.4","±0.5","±0.3","","±0.7","±0.5","±0.6","±0.4","±0.2","±0.2","","±0.5","±0.7","±0.7","±0.5","","±1,899","±0.9","±0.9","±0.5","±0.9","±0.9","±0.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","68,287","","72,508","50,361","51,891","96,966","55,990","57,363","59,340","55,321","74,014","","34,216","70,605","82,986","54,346","","83,127","78,787","84,867","96,827","106,395","44,163","31,235","56,594","48,642","","74,187","86,342","103,900","91,002","86,886","93,804","","52,508","57,061","103,375","132,515","","40,968","35,945","32,471","68,605","47,450","41,177","76,816"
"        Margin of Error","","±696","","±880","±1,909","±12,246","±5,429","±37,875","±3,123","±7,752","±3,086","±865","","±2,069","±1,310","±1,425","±892","","±1,007","±2,897","±1,105","±1,056","±2,266","±1,914","±1,320","±3,627","±4,148","","±1,136","±1,645","±2,615","±6,925","±6,284","±8,896","","±1,793","±1,441","±1,737","±2,902","","±813","±1,311","±1,031","±3,012","±1,708","±1,542","±5,821"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","284,386","","131,369","123,184","881","11,628","71","9,551","7,702","24,718","119,278","","9,785","131,573","86,804","56,224","","123,683","51,224","72,459","73,884","27,589","39,832","19,534","9,967","4,101","","64,651","28,123","19,247","7,211","2,603","1,848","","15,890","38,840","60,714","8,239","","160,703","87,668","71,094","16,574","73,035","54,295","18,740"
"        Margin of Error","","±1,503","","±1,362","±1,290","±177","±580","±60","±714","±606","±689","±1,220","","±611","±1,333","±1,088","±747","","±1,714","±1,355","±1,458","±1,530","±982","±1,002","±900","±670","±478","","±1,482","±1,175","±800","±608","±317","±305","","±829","±1,183","±1,422","±592","","±1,816","±1,498","±1,446","±770","±1,385","±1,277","±953"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","284,386","","46.2%","43.3%","0.3%","4.1%","0.0%","3.4%","2.7%","8.7%","41.9%","","3.4%","46.3%","30.5%","19.8%","","123,683","41.4%","58.6%","59.7%","22.3%","32.2%","15.8%","8.1%","3.3%","","52.3%","22.7%","15.6%","5.8%","2.1%","1.5%","","12.8%","31.4%","49.1%","6.7%","","160,703","54.6%","44.2%","10.3%","45.4%","33.8%","11.7%"
"        Margin of Error","","±1,503","","±0.4","±0.4","±0.1","±0.2","±0.1","±0.3","±0.2","±0.2","±0.4","","±0.2","±0.4","±0.4","±0.3","","±1,714","±0.9","±0.9","±0.8","±0.7","±0.7","±0.7","±0.5","±0.4","","±0.8","±0.8","±0.7","±0.5","±0.3","±0.3","","±0.6","±0.9","±0.8","±0.5","","±1,816","±0.7","±0.7","±0.5","±0.7","±0.7","±0.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","86,420","","138,231","45,072","-","106,480","127,917","60,149","93,455","81,227","141,650","","39,391","101,513","89,041","56,953","","113,561","94,750","124,151","180,227","197,375","42,034","30,695","62,148","54,622","","117,958","105,244","137,563","92,250","77,175","89,444","","18,593","63,017","176,181","141,645","","71,552","64,946","55,146","121,268","79,410","63,656","151,250"
"        Margin of Error","","±1,008","","±2,267","±1,465","**","±5,371","±43,842","±4,465","±9,645","±6,106","±2,445","","±3,263","±1,534","±2,900","±2,257","","±1,670","±4,422","±3,487","±3,961","±7,547","±3,040","±1,850","±4,437","±8,367","","±3,306","±6,541","±10,605","±6,929","±20,203","±6,676","","±1,438","±2,939","±3,062","±9,140","","±1,831","±2,282","±2,297","±4,678","±2,743","±2,152","±5,197"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,736,311","","6,161,542","1,064,084","20,884","176,202","3,414","176,309","133,876","1,610,100","4,800,896","","204,124","2,176,794","2,905,012","2,450,381","","4,996,650","1,828,706","3,167,944","3,622,349","1,178,348","994,566","485,603","379,735","164,755","","2,587,883","1,079,135","806,314","341,714","120,910","60,694","","1,005,918","1,655,590","1,865,792","469,350","","2,739,661","1,489,338","1,255,225","234,113","1,250,323","958,420","291,903"
"        Margin of Error","","±23,882","","±18,639","±6,032","±1,091","±2,126","±397","±3,459","±3,523","±7,681","±14,276","","±3,088","±8,826","±10,134","±9,599","","±23,400","±16,571","±12,209","±23,292","±16,346","±7,630","±5,152","±5,605","±3,579","","±10,570","±10,068","±10,324","±4,741","±2,974","±2,222","","±5,933","±9,618","±15,437","±6,471","","±10,558","±8,650","±7,836","±3,443","±7,406","±6,249","±3,871"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","7,736,311","","79.6%","13.8%","0.3%","2.3%","0.0%","2.3%","1.7%","20.8%","62.1%","","2.6%","28.1%","37.6%","31.7%","","4,996,650","36.6%","63.4%","72.5%","23.6%","19.9%","9.7%","7.6%","3.3%","","51.8%","21.6%","16.1%","6.8%","2.4%","1.2%","","20.1%","33.1%","37.3%","9.4%","","2,739,661","54.4%","45.8%","8.5%","45.6%","35.0%","10.7%"
"        Margin of Error","","±23,882","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±23,400","±0.2","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.2","±0.1","±0.2","±0.1","±0.1","±0.1","","±0.1","±0.2","±0.2","±0.1","","±10,558","±0.2","±0.2","±0.1","±0.2","±0.2","±0.1"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","55,660","","58,809","41,702","48,608","72,205","52,632","46,319","54,597","49,266","61,682","","31,906","60,135","65,374","45,008","","67,414","62,475","70,039","80,660","86,244","37,972","29,625","49,050","42,353","","62,233","67,929","81,077","75,525","73,307","77,925","","43,514","50,114","87,429","106,611","","35,391","31,232","27,463","60,046","40,933","34,910","66,201"
"        Margin of Error","","±220","","±248","±366","±1,827","±1,362","±4,834","±1,019","±1,388","±404","±236","","±407","±381","±418","±244","","±323","±521","±312","±335","±557","±319","±429","±627","±763","","±317","±563","±819","±995","±1,757","±2,531","","±388","±340","±373","±912","","±195","±171","±207","±794","±268","±367","±828"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,758,798","","2,320,665","1,160,923","13,120","128,000","1,923","73,577","60,590","252,299","2,161,570","","138,603","1,294,171","1,468,410","857,614","","2,524,982","1,107,723","1,417,259","1,786,451","727,201","561,242","301,431","177,289","79,091","","1,139,457","584,986","472,367","208,057","77,902","42,213","","358,385","872,442","1,036,386","257,769","","1,233,816","669,550","575,824","93,726","564,266","444,933","119,333"
"        Margin of Error","","±9,973","","±7,418","±5,208","±827","±1,649","±357","±1,942","±2,017","±2,474","±6,298","","±2,564","±5,778","±5,290","±4,291","","±10,826","±7,939","±7,176","±11,691","±8,207","±4,915","±4,152","±3,918","±2,763","","±7,166","±6,240","±6,360","±3,246","±2,349","±1,662","","±4,261","±6,681","±9,260","±3,728","","±7,213","±5,211","±5,456","±2,352","±5,138","±4,183","±2,568"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","3,758,798","","61.7%","30.9%","0.3%","3.4%","0.1%","2.0%","1.6%","6.7%","57.5%","","3.7%","34.4%","39.1%","22.8%","","2,524,982","43.9%","56.1%","70.8%","28.8%","22.2%","11.9%","7.0%","3.1%","","45.1%","23.2%","18.7%","8.2%","3.1%","1.7%","","14.2%","34.6%","41.0%","10.2%","","1,233,816","54.3%","46.7%","7.6%","45.7%","36.1%","9.7%"
"        Margin of Error","","±9,973","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±10,826","±0.2","±0.2","±0.3","±0.3","±0.2","±0.2","±0.2","±0.1","","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.1","","±7,213","±0.3","±0.3","±0.2","±0.3","±0.3","±0.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","58,700","","66,473","44,670","38,720","80,977","42,715","45,258","57,072","49,897","67,955","","31,173","61,608","70,757","43,803","","70,851","66,906","73,487","87,653","93,267","35,184","27,539","48,912","41,893","","63,840","72,086","84,851","77,573","71,970","75,898","","35,506","49,127","93,183","112,231","","36,069","31,307","28,248","58,103","42,011","37,325","64,725"
"        Margin of Error","","±294","","±437","±407","±3,034","±1,638","±8,690","±1,289","±2,704","±788","±474","","±657","±486","±574","±391","","±400","±716","±508","±487","±740","±458","±482","±913","±1,087","","±528","±669","±1,100","±1,418","±2,018","±2,586","","±504","±418","±585","±1,087","","±321","±313","±394","±1,483","±508","±585","±1,348"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","459,424","","149,682","9,977","1,427","179,474","37,728","4,619","76,517","35,858","136,104","","13,185","135,424","171,426","139,389","","319,348","117,275","202,073","237,393","87,271","55,802","20,911","26,153","9,093","","135,401","70,707","55,511","29,094","14,029","14,606","","40,668","93,036","130,876","54,768","","140,076","70,852","57,331","13,521","69,224","54,041","15,183"
"        Margin of Error","","±2,081","","±1,340","±586","±221","±1,536","±1,035","±554","±1,517","±909","±1,321","","±724","±1,347","±1,536","±1,357","","±2,256","±1,745","±1,999","±2,464","±1,710","±1,359","±807","±1,307","±795","","±1,791","±1,572","±1,491","±1,081","±886","±773","","±1,177","±1,636","±2,026","±1,268","","±1,922","±1,388","±1,381","±698","±1,455","±1,399","±814"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","459,424","","32.6%","2.2%","0.3%","39.1%","8.2%","1.0%","16.7%","7.8%","29.6%","","2.9%","29.5%","37.3%","30.3%","","319,348","36.7%","63.3%","74.3%","27.3%","17.5%","6.5%","8.2%","2.8%","","42.4%","22.1%","17.4%","9.1%","4.4%","4.6%","","12.7%","29.1%","41.0%","17.1%","","140,076","50.6%","40.9%","9.7%","49.4%","38.6%","10.8%"
"        Margin of Error","","±2,081","","±0.3","±0.1","±0.1","±0.3","±0.2","±0.1","±0.3","±0.2","±0.3","","±0.2","±0.3","±0.3","±0.3","","±2,256","±0.5","±0.5","±0.5","±0.5","±0.4","±0.3","±0.4","±0.2","","±0.5","±0.5","±0.4","±0.3","±0.3","±0.2","","±0.4","±0.5","±0.6","±0.4","","±1,922","±0.7","±0.8","±0.5","±0.7","±0.8","±0.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","81,275","","81,319","69,678","49,208","86,443","64,142","70,554","81,850","70,468","82,185","","41,837","82,644","95,066","67,985","","94,982","88,902","97,893","105,935","106,352","59,956","38,018","71,644","55,339","","79,883","96,189","108,498","109,227","123,276","154,856","","47,654","68,400","107,432","148,543","","45,899","40,796","34,625","79,363","52,049","43,996","93,167"
"        Margin of Error","","±780","","±1,167","±5,813","±16,795","±1,097","±2,300","±3,466","±1,555","±2,528","±1,283","","±2,064","±1,288","±1,293","±1,484","","±872","±1,554","±1,096","±1,010","±1,381","±2,126","±2,246","±3,886","±5,409","","±1,257","±1,552","±2,745","±3,783","±5,203","±7,462","","±2,246","±1,681","±1,404","±2,588","","±1,212","±841","±1,520","±4,816","±1,546","±1,184","±4,957"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","630,008","","582,678","3,057","7,814","7,468","859","16,043","12,089","55,211","547,253","","31,141","208,618","226,577","163,672","","425,705","185,016","240,689","341,458","138,116","57,062","32,606","27,185","14,294","","208,381","80,658","67,904","39,219","18,292","11,251","","65,051","133,075","179,606","47,973","","204,303","104,705","88,369","16,336","99,598","77,293","22,305"
"        Margin of Error","","±2,522","","±2,694","±405","±588","±518","±238","±921","±900","±1,095","±2,476","","±1,278","±1,866","±1,747","±1,480","","±3,180","±2,278","±2,280","±3,193","±2,113","±1,689","±1,381","±1,319","±963","","±2,571","±2,104","±2,009","±1,748","±931","±785","","±1,217","±2,615","±3,242","±1,725","","±2,383","±2,096","±2,119","±943","±1,741","±1,668","±1,209"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
