"Label (Grouping)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!White","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Black or African American","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!American Indian and Alaska Native","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Asian","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Native Hawaiian and Other Pacific Islander","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!One race--!!Some other race","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Two or more races","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!Hispanic or Latino origin (of any race)","HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Households!!White alone, not Hispanic or Latino","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","FAMILIES","FAMILIES!!Families","FAMILIES!!Families!!With own children of householder under 18 years","FAMILIES!!Families!!With no own children of householder under 18 years","FAMILIES!!Families!!Married-couple families","FAMILIES!!Families!!Married-couple families!!With own children under 18 years","FAMILIES!!Families!!Female householder, no spouse present","FAMILIES!!Families!!Female householder, no spouse present!!With own children under 18 years","FAMILIES!!Families!!Male householder, no spouse present","FAMILIES!!Families!!Male householder, no spouse present!!With own children under 18 years","FAMILY INCOME BY FAMILY SIZE","FAMILY INCOME BY FAMILY SIZE!!2-person families","FAMILY INCOME BY FAMILY SIZE!!3-person families","FAMILY INCOME BY FAMILY SIZE!!4-person families","FAMILY INCOME BY FAMILY SIZE!!5-person families","FAMILY INCOME BY FAMILY SIZE!!6-person families","FAMILY INCOME BY FAMILY SIZE!!7-or-more person families","FAMILY INCOME BY NUMBER OF EARNERS","FAMILY INCOME BY NUMBER OF EARNERS!!No earners","FAMILY INCOME BY NUMBER OF EARNERS!!1 earner","FAMILY INCOME BY NUMBER OF EARNERS!!2 earners","FAMILY INCOME BY NUMBER OF EARNERS!!3 or more earners","NONFAMILY HOUSEHOLDS","NONFAMILY HOUSEHOLDS!!Nonfamily households","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone"
"        Estimate","","630,008","","92.5%","0.5%","1.2%","1.2%","0.1%","2.5%","1.9%","8.8%","86.9%","","4.9%","33.1%","36.0%","26.0%","","425,705","43.5%","56.5%","80.2%","32.4%","13.4%","7.7%","6.4%","3.4%","","48.9%","18.9%","16.0%","9.2%","4.3%","2.6%","","15.3%","31.3%","42.2%","11.3%","","204,303","51.2%","43.3%","8.0%","48.8%","37.8%","10.9%"
"        Margin of Error","","±2,522","","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","","±0.2","±0.3","±0.3","±0.2","","±3,180","±0.4","±0.4","±0.5","±0.4","±0.4","±0.3","±0.3","±0.2","","±0.4","±0.5","±0.5","±0.4","±0.2","±0.2","","±0.3","±0.5","±0.7","±0.4","","±2,383","±0.7","±0.8","±0.5","±0.7","±0.8","±0.6"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","55,785","","56,683","43,034","39,697","53,243","39,828","46,734","49,523","47,526","57,543","","30,252","61,507","66,728","43,250","","67,762","65,513","69,287","75,919","80,962","34,307","25,771","47,394","40,418","","61,980","67,754","79,820","72,482","79,617","80,919","","45,427","50,872","81,421","102,300","","31,941","27,634","24,678","50,869","37,062","32,839","57,382"
"        Margin of Error","","±539","","±546","±4,962","±2,967","±5,310","±8,472","±3,734","±4,448","±1,537","±547","","±860","±942","±919","±641","","±772","±1,164","±795","±756","±1,300","±1,276","±855","±1,973","±1,920","","±847","±1,687","±2,015","±2,759","±4,827","±5,763","","±1,074","±885","±1,016","±2,073","","±456","±831","±654","±2,759","±870","±843","±2,568"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,846,134","","3,654,197","674,203","11,527","231,623","1,352","199,860","73,372","576,009","3,303,726","","166,589","1,604,615","1,857,076","1,217,854","","3,109,762","1,335,121","1,774,641","2,295,456","922,690","591,628","311,578","222,678","100,853","","1,410,124","688,360","587,781","275,016","97,498","50,983","","413,312","977,201","1,319,738","399,511","","1,736,372","929,060","795,852","133,208","807,312","640,789","166,523"
"        Margin of Error","","±10,459","","±9,196","±3,483","±710","±2,150","±228","±2,752","±1,912","±3,091","±7,483","","±2,558","±5,801","±4,648","±4,729","","±10,196","±8,376","±5,873","±12,920","±9,199","±5,098","±3,487","±3,273","±2,276","","±5,612","±6,996","±5,937","±3,229","±2,048","±1,617","","±3,481","±5,908","±9,477","±3,999","","±5,681","±5,220","±5,119","±2,485","±4,781","±4,457","±2,222"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","4,846,134","","75.4%","13.9%","0.2%","4.8%","0.0%","4.1%","1.5%","11.9%","68.2%","","3.4%","33.1%","38.3%","25.1%","","3,109,762","42.9%","57.1%","73.8%","29.7%","19.0%","10.0%","7.2%","3.2%","","45.3%","22.1%","18.9%","8.8%","3.1%","1.6%","","13.3%","31.4%","42.4%","12.8%","","1,736,372","53.5%","45.8%","7.7%","46.5%","36.9%","9.6%"
"        Margin of Error","","±10,459","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±10,196","±0.2","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.1","±0.2","±0.2","±0.1","","±5,681","±0.2","±0.2","±0.1","±0.2","±0.2","±0.1"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","65,886","","71,922","38,573","49,634","90,278","46,023","52,832","59,451","55,836","73,686","","31,041","72,646","81,223","45,861","","83,279","80,485","85,062","99,963","107,172","39,720","29,491","54,352","44,318","","73,093","84,984","102,167","94,444","89,253","92,943","","41,903","55,015","106,291","124,493","","39,188","33,726","30,422","68,279","45,645","39,831","78,457"
"        Margin of Error","","±283","","±280","±496","±5,879","±1,304","±12,177","±832","±1,722","±682","±328","","±571","±495","±463","±359","","±402","±677","±369","±414","±516","±431","±682","±707","±781","","±395","±795","±895","±1,367","±2,324","±2,983","","±396","±478","±475","±868","","±243","±320","±212","±1,083","±430","±391","±966"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,570,419","","2,204,679","235,992","6,320","46,681","516","40,750","35,481","122,060","2,129,510","","122,007","828,767","976,086","643,559","","1,663,199","714,171","949,028","1,238,681","474,250","300,203","173,374","124,315","66,547","","813,871","356,215","290,219","131,399","45,520","25,975","","241,130","540,039","707,751","174,279","","907,220","474,278","403,869","70,409","432,942","341,471","91,471"
"        Margin of Error","","±7,538","","±6,787","±2,178","±565","±1,030","±127","±1,346","±1,445","±1,683","±6,148","","±2,475","±3,787","±3,457","±3,442","","±7,174","±5,194","±4,000","±8,724","±5,669","±4,059","±3,406","±2,682","±1,926","","±4,757","±3,854","±3,972","±2,281","±1,586","±1,043","","±2,628","±4,467","±6,753","±2,671","","±4,527","±3,751","±3,518","±1,739","±3,677","±3,470","±2,244"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,570,419","","85.8%","9.2%","0.2%","1.8%","0.0%","1.6%","1.4%","4.7%","82.8%","","4.7%","32.2%","38.0%","25.0%","","1,663,199","42.9%","57.1%","74.5%","28.5%","18.0%","10.4%","7.5%","4.0%","","48.9%","21.4%","17.4%","7.9%","2.7%","1.6%","","14.5%","32.5%","42.6%","10.5%","","907,220","52.3%","44.5%","7.8%","47.7%","37.6%","10.1%"
"        Margin of Error","","±7,538","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±7,174","±0.2","±0.2","±0.3","±0.3","±0.3","±0.2","±0.2","±0.1","","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","","±0.2","±0.3","±0.3","±0.1","","±4,527","±0.3","±0.3","±0.2","±0.3","±0.3","±0.2"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","56,303","","59,415","34,895","48,360","63,722","58,106","44,866","44,222","47,149","59,861","","30,463","62,537","68,726","41,926","","71,164","68,695","72,578","84,069","91,359","34,202","26,881","48,657","42,520","","63,224","73,839","86,578","83,499","78,812","80,791","","40,170","49,944","90,143","115,159","","32,653","28,307","25,789","53,546","39,209","34,962","59,636"
"        Margin of Error","","±271","","±306","±732","±5,201","±1,920","±13,231","±1,860","±2,452","±1,064","±326","","±588","±394","±572","±274","","±344","±657","±444","±392","±627","±592","±464","±1,105","±871","","±440","±798","±866","±1,432","±2,678","±2,508","","±432","±421","±493","±1,033","","±310","±309","±257","±1,253","±466","±454","±1,157"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,265,473","","1,173,100","38,844","3,935","24,211","950","10,926","13,507","50,400","1,135,997","","75,617","402,519","456,870","330,467","","802,826","349,367","453,459","632,407","242,793","115,944","74,130","54,475","32,444","","416,985","153,908","134,911","64,209","22,568","10,245","","107,018","227,314","384,352","84,142","","462,647","237,954","199,656","38,298","224,693","171,350","53,343"
"        Margin of Error","","±4,009","","±3,759","±915","±345","±674","±194","±620","±904","±869","±3,619","","±1,692","±2,081","±1,728","±1,637","","±3,910","±3,347","±2,194","±4,928","±3,552","±2,031","±1,701","±1,607","±1,115","","±2,325","±2,004","±2,545","±1,645","±987","±501","","±1,624","±2,927","±3,919","±1,728","","±3,230","±2,499","±2,382","±1,219","±2,278","±2,009","±1,450"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,265,473","","92.7%","3.1%","0.3%","1.9%","0.1%","0.9%","1.1%","4.0%","89.8%","","6.0%","31.8%","36.1%","26.1%","","802,826","43.5%","56.5%","78.8%","30.2%","14.4%","9.2%","6.8%","4.0%","","51.9%","19.2%","16.8%","8.0%","2.8%","1.3%","","13.3%","28.3%","47.9%","10.5%","","462,647","51.4%","43.2%","8.3%","48.6%","37.0%","11.5%"
"        Margin of Error","","±4,009","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.1","","±3,910","±0.3","±0.3","±0.4","±0.3","±0.3","±0.2","±0.2","±0.1","","±0.2","±0.2","±0.3","±0.2","±0.1","±0.1","","±0.2","±0.4","±0.4","±0.2","","±3,230","±0.4","±0.4","±0.3","±0.4","±0.4","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","60,523","","62,097","32,139","36,794","59,890","48,173","47,938","44,727","47,502","62,628","","33,559","68,807","74,478","43,149","","77,099","76,983","77,168","88,113","97,364","35,585","29,018","50,475","45,465","","69,175","79,082","94,221","91,717","81,168","75,789","","44,238","51,342","93,381","114,513","","34,673","29,711","26,792","53,249","41,314","36,145","62,169"
"        Margin of Error","","±321","","±308","±1,131","±4,192","±2,558","±12,378","±2,731","±2,710","±1,499","±299","","±1,383","±714","±604","±420","","±460","±962","±467","±497","±823","±711","±924","±1,363","±1,027","","±572","±1,175","±1,307","±1,687","±3,372","±2,901","","±660","±512","±656","±1,300","","±403","±408","±328","±1,531","±541","±586","±1,323"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,129,227","","986,043","64,559","8,625","26,705","542","19,859","22,894","93,730","917,299","","66,508","369,652","411,162","281,905","","731,014","326,380","404,634","571,781","231,619","109,726","67,094","49,507","27,667","","358,620","147,328","128,296","62,199","23,346","11,225","","91,908","221,750","337,124","80,232","","398,213","207,729","176,955","30,774","190,484","151,645","38,839"
"        Margin of Error","","±4,275","","±3,894","±1,139","±486","±723","±126","±1,027","±997","±1,262","±3,613","","±1,666","±2,205","±1,962","±1,948","","±3,995","±2,903","±2,746","±4,295","±2,974","±2,060","±1,501","±1,359","±1,098","","±3,084","±2,298","±2,264","±1,489","±1,056","±707","","±1,619","±2,556","±4,035","±1,462","","±3,443","±2,298","±2,270","±1,205","±2,750","±2,307","±1,531"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,129,227","","87.3%","5.7%","0.8%","2.4%","0.0%","1.8%","2.0%","8.3%","81.2%","","5.9%","32.7%","36.4%","25.0%","","731,014","44.6%","55.4%","78.2%","31.7%","15.0%","9.2%","6.8%","3.8%","","49.1%","20.2%","17.6%","8.5%","3.2%","1.5%","","12.6%","30.3%","46.1%","11.0%","","398,213","52.2%","44.4%","7.7%","47.8%","38.1%","9.8%"
"        Margin of Error","","±4,275","","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","","±0.1","±0.1","±0.2","±0.1","","±3,995","±0.3","±0.3","±0.4","±0.3","±0.3","±0.2","±0.2","±0.2","","±0.3","±0.3","±0.3","±0.2","±0.1","±0.1","","±0.2","±0.3","±0.4","±0.2","","±3,443","±0.5","±0.5","±0.3","±0.5","±0.5","±0.4"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","59,597","","61,812","38,079","41,691","70,987","60,323","46,581","48,392","47,203","63,078","","31,637","65,607","73,078","44,416","","75,976","73,163","77,852","87,416","92,698","35,672","27,964","49,612","44,382","","68,565","78,038","90,284","84,756","83,568","83,576","","44,162","51,413","92,054","116,817","","33,850","29,952","27,434","50,951","39,127","35,427","58,642"
"        Margin of Error","","±337","","±330","±1,284","±3,791","±2,659","±9,519","±1,864","±1,948","±1,203","±354","","±923","±735","±637","±452","","±448","±882","±513","±493","±1,017","±702","±783","±1,454","±1,743","","±612","±1,329","±1,262","±1,707","±3,363","±3,812","","±815","±606","±570","±1,674","","±433","±447","±370","±2,089","±596","±539","±2,431"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,734,618","","1,537,487","140,519","3,676","20,327","816","10,588","21,205","43,049","1,507,458","","77,497","539,309","667,785","450,027","","1,135,835","466,421","669,414","837,020","310,205","213,741","113,702","85,074","42,514","","562,469","256,781","193,532","82,115","26,830","14,108","","212,476","376,826","445,588","100,945","","598,783","317,949","272,911","45,038","280,834","223,219","57,615"
"        Margin of Error","","±4,886","","±4,556","±1,569","±457","±650","±211","±677","±1,071","±973","±4,275","","±1,534","±3,184","±2,878","±2,496","","±5,114","±4,414","±3,766","±6,669","±4,604","±2,838","±2,434","±2,003","±1,446","","±3,655","±3,346","±3,274","±1,793","±1,013","±745","","±2,435","±3,790","±4,436","±1,874","","±3,922","±2,971","±2,735","±1,443","±2,910","±2,652","±1,934"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,734,618","","88.6%","8.1%","0.2%","1.2%","0.0%","0.6%","1.2%","2.5%","86.9%","","4.5%","31.1%","38.5%","25.9%","","1,135,835","41.1%","58.9%","73.7%","27.3%","18.8%","10.0%","7.5%","3.7%","","49.5%","22.6%","17.0%","7.2%","2.4%","1.2%","","18.7%","33.2%","39.2%","8.9%","","598,783","53.1%","45.6%","7.5%","46.9%","37.3%","9.6%"
"        Margin of Error","","±4,886","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.1","","±5,114","±0.3","±0.3","±0.3","±0.3","±0.3","±0.2","±0.2","±0.1","","±0.3","±0.2","±0.3","±0.2","±0.1","±0.1","","±0.2","±0.3","±0.3","±0.2","","±3,922","±0.4","±0.4","±0.2","±0.4","±0.4","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","50,589","","52,278","36,424","34,250","64,044","50,881","39,078","40,796","43,804","52,387","","30,068","58,132","58,809","38,067","","63,684","62,519","64,355","76,922","86,059","30,371","23,104","42,882","38,553","","56,159","65,868","80,407","76,504","76,334","69,652","","31,505","46,254","87,335","113,895","","29,385","25,604","23,149","49,530","34,309","30,075","56,163"
"        Margin of Error","","±294","","±303","±774","±6,739","±2,721","±11,220","±2,828","±1,779","±1,743","±313","","±837","±703","±756","±432","","±450","±830","±499","±513","±867","±418","±679","±1,166","±1,585","","±459","±1,030","±1,175","±1,857","±3,105","±4,073","","±497","±515","±532","±1,610","","±346","±333","±373","±1,484","±607","±563","±1,302"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,739,497","","1,137,121","527,045","9,739","24,448","376","19,249","21,519","71,503","1,088,755","","65,682","578,326","654,326","441,163","","1,113,121","468,522","644,599","751,014","280,221","274,355","146,868","87,752","41,433","","529,690","264,655","191,812","84,555","28,044","14,365","","191,030","411,900","419,245","90,946","","626,376","333,461","290,895","42,566","292,915","236,896","56,019"
"        Margin of Error","","±5,804","","±4,394","±3,013","±593","±703","±145","±1,098","±1,097","±1,239","±4,001","","±2,203","±3,722","±3,041","±2,513","","±5,798","±4,873","±4,490","±5,939","±4,467","±3,488","±3,037","±2,296","±1,838","","±5,006","±3,640","±3,191","±2,406","±1,171","±994","","±2,911","±4,424","±4,587","±2,427","","±4,185","±3,530","±3,352","±1,280","±3,252","±2,835","±1,806"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,739,497","","65.4%","30.3%","0.6%","1.4%","0.0%","1.1%","1.2%","4.1%","62.6%","","3.8%","33.2%","37.6%","25.4%","","1,113,121","42.1%","57.9%","67.5%","25.2%","24.6%","13.2%","7.9%","3.7%","","47.6%","23.8%","17.2%","7.6%","2.5%","1.3%","","17.2%","37.0%","37.7%","8.2%","","626,376","53.2%","46.4%","6.8%","46.8%","37.8%","8.9%"
"        Margin of Error","","±5,804","","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","","±0.1","±0.2","±0.2","±0.1","","±5,798","±0.3","±0.3","±0.4","±0.4","±0.3","±0.3","±0.2","±0.2","","±0.3","±0.3","±0.3","±0.2","±0.1","±0.1","","±0.3","±0.4","±0.3","±0.2","","±4,185","±0.4","±0.4","±0.2","±0.4","±0.4","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","49,469","","60,288","30,540","43,875","60,955","46,875","37,159","46,736","43,717","60,959","","26,211","55,290","58,153","36,643","","63,572","60,604","65,262","83,800","95,486","28,361","21,764","45,901","42,906","","55,689","64,387","81,779","77,387","70,281","62,944","","28,020","46,306","93,084","116,608","","28,045","24,066","21,839","48,126","34,260","30,338","57,585"
"        Margin of Error","","±392","","±555","±285","±3,988","±4,218","±15,041","±2,556","±3,057","±1,599","±538","","±1,111","±859","±678","±395","","±475","±1,083","±656","±679","±843","±483","±381","±1,453","±2,019","","±702","±878","±1,255","±2,376","±3,326","±6,842","","±524","±662","±835","±1,867","","±361","±401","±332","±2,006","±770","±408","±1,712"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","559,921","","537,877","4,978","3,568","4,284","148","882","8,184","6,504","533,085","","16,473","149,021","227,645","166,782","","347,051","128,468","218,583","272,133","85,814","50,653","28,885","24,265","13,769","","194,075","73,585","53,368","17,179","6,008","2,836","","57,589","101,480","152,621","35,361","","212,870","116,832","94,299","22,533","96,038","71,407","24,631"
"        Margin of Error","","±2,546","","±2,463","±426","±307","±308","±67","±182","±556","±397","±2,462","","±830","±1,452","±1,347","±1,292","","±2,651","±1,847","±1,953","±2,764","±1,776","±1,545","±1,281","±1,102","±849","","±2,451","±1,510","±1,610","±805","±473","±282","","±1,429","±1,857","±2,169","±1,224","","±2,328","±1,586","±1,455","±945","±1,635","±1,362","±884"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","559,921","","96.1%","0.9%","0.6%","0.8%","0.0%","0.2%","1.5%","1.2%","95.2%","","2.9%","26.6%","40.7%","29.8%","","347,051","37.0%","63.0%","78.4%","24.7%","14.6%","8.3%","7.0%","4.0%","","55.9%","21.2%","15.4%","4.9%","1.7%","0.8%","","16.6%","29.2%","44.0%","10.2%","","212,870","54.9%","44.3%","10.6%","45.1%","33.5%","11.6%"
"        Margin of Error","","±2,546","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.2","±0.2","±0.2","","±2,651","±0.4","±0.4","±0.5","±0.5","±0.4","±0.4","±0.3","±0.2","","±0.5","±0.4","±0.4","±0.2","±0.1","±0.1","","±0.4","±0.5","±0.5","±0.4","","±2,328","±0.5","±0.6","±0.4","±0.5","±0.5","±0.4"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","57,918","","58,459","42,901","33,767","63,763","-","58,049","42,317","52,925","58,522","","36,292","67,055","69,234","41,220","","73,756","73,399","73,904","84,101","94,782","37,090","30,138","49,130","41,858","","65,420","79,717","93,560","88,646","87,328","83,182","","39,010","52,901","91,526","115,876","","32,825","29,643","24,883","60,874","37,502","30,430","67,749"
"        Margin of Error","","±496","","±501","±5,996","±4,305","±4,875","**","±13,049","±4,588","±4,965","±518","","±1,932","±1,052","±856","±678","","±719","±1,554","±719","±810","±1,398","±1,381","±1,182","±2,467","±1,970","","±764","±2,154","±2,125","±2,936","±4,932","±8,698","","±943","±856","±776","±1,771","","±588","±707","±592","±1,628","±798","±727","±2,052"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,205,204","","1,318,538","648,484","6,711","121,789","961","61,746","46,975","146,907","1,245,794","","51,594","700,280","906,881","546,449","","1,468,166","625,588","842,578","1,058,595","430,309","304,205","147,015","105,366","48,264","","646,504","344,123","284,389","122,238","44,297","26,615","","163,619","438,108","658,882","207,557","","737,038","416,528","355,294","61,234","320,510","247,848","72,662"
"        Margin of Error","","±5,389","","±4,826","±2,718","±662","±1,128","±131","±1,563","±1,542","±1,693","±4,442","","±1,330","±3,741","±3,564","±2,721","","±6,491","±4,262","±4,567","±6,499","±4,285","±2,887","±2,253","±2,610","±1,693","","±5,242","±4,173","±3,638","±2,390","±1,507","±1,237","","±1,900","±4,073","±5,588","±3,067","","±4,754","±3,587","±3,383","±1,444","±3,431","±3,120","±1,970"
"    Percent Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,205,204","","59.8%","29.4%","0.3%","5.5%","0.0%","2.8%","2.1%","6.7%","56.5%","","2.3%","31.8%","41.1%","24.8%","","1,468,166","42.6%","57.4%","72.1%","29.3%","20.7%","10.0%","7.2%","3.3%","","44.0%","23.4%","19.4%","8.3%","3.0%","1.8%","","11.1%","29.8%","44.9%","14.1%","","737,038","56.5%","48.2%","8.3%","43.5%","33.6%","9.9%"
"        Margin of Error","","±5,389","","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.1","","±6,491","±0.2","±0.2","±0.3","±0.2","±0.2","±0.2","±0.2","±0.1","","±0.3","±0.2","±0.2","±0.2","±0.1","±0.1","","±0.1","±0.3","±0.3","±0.2","","±4,754","±0.4","±0.4","±0.2","±0.4","±0.3","±0.3"
"    Median income (dollars)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","84,805","","94,278","67,583","71,803","105,691","76,106","66,033","81,646","72,758","95,238","","42,745","87,405","102,855","59,434","","103,108","100,890","104,463","123,271","131,507","55,477","41,710","69,445","56,745","","90,279","105,300","124,807","117,010","109,610","113,870","","49,497","69,394","125,947","148,238","","51,413","46,150","41,200","87,536","58,048","51,001","92,729"
"        Margin of Error","","±465","","±562","±916","±6,462","±1,716","±22,009","±2,056","±3,236","±1,229","±490","","±1,221","±734","±760","±607","","±517","±838","±626","±650","±1,057","±813","±833","±1,752","±2,670","","±725","±977","±1,344","±2,538","±4,716","±6,485","","±850","±737","±814","±1,627","","±472","±576","±515","±2,058","±722","±686","±2,152"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
